tier_option	weight_set	human_gene_symbol	rank	score
AB	equal	PDCD4	3313	0.323555
AB	equal	NT5DC3	3314	0.323554
AB	equal	VTI1B	3315	0.323546
AB	equal	MRPL46	3316	0.323493
AB	equal	OTULIN	3317	0.323245
AB	equal	GFM2	3318	0.323195
AB	equal	RIPOR1	3319	0.323121
AB	equal	PIP4K2B	3320	0.323114
AB	equal	INTS13	3321	0.323093
AB	equal	GALNT13	3322	0.32304
AB	equal	WASHC5	3323	0.323029
AB	equal	SRSF9	3324	0.323023
AB	equal	ADCYAP1	3325	0.323
AB	equal	LINGO2	3326	0.323
AB	equal	EEF2K	3327	0.323
AB	equal	DAPK3	3328	0.323
AB	equal	IL16	3329	0.323
AB	equal	PCP2	3330	0.323
AB	equal	HMOX1	3331	0.323
AB	equal	TMEM165	3332	0.323
AB	equal	CDA	3333	0.323
AB	equal	PSCA	3334	0.323
AB	equal	SNN	3335	0.323
AB	equal	ATP6V0C	3336	0.323
AB	equal	ADCYAP1R1	3337	0.323
AB	equal	DEPTOR	3338	0.323
AB	equal	GRID2	3339	0.323
AB	equal	TFE3	3340	0.323
AB	equal	DAPK1	3341	0.323
AB	equal	CDC42SE2	3342	0.323
AB	equal	PPP1R18	3343	0.323
AB	equal	ELFN1	3344	0.323
AB	equal	EPHB1	3345	0.323
AB	equal	LAMTOR4	3346	0.323
AB	equal	SERPINB10	3347	0.323
AB	equal	KPTN	3348	0.323
AB	equal	CUEDC2	3349	0.323
AB	equal	RPS6KB2	3350	0.323
AB	equal	CTSG	3351	0.323
AB	equal	WAS	3352	0.323
AB	equal	SLAMF1	3353	0.323
AB	equal	ASAP1	3354	0.32299
AB	equal	KIF3B	3355	0.322908
AB	equal	PPM1F	3356	0.322903
AB	equal	PML	3357	0.322755
AB	equal	GRSF1	3358	0.322748
AB	equal	HBG1	3359	0.322691
AB	equal	PTPRE	3360	0.32264
AB	equal	COG3	3361	0.32261
AB	equal	RABL6	3362	0.322582
AB	equal	PSMB8	3363	0.322547
AB	equal	EIF3CL	3364	0.322526
AB	equal	PRPF3	3365	0.322488
AB	equal	PRKCI	3366	0.322382
AB	equal	ERI3	3367	0.322376
AB	equal	ACTA2	3368	0.322366
AB	equal	FRG1	3369	0.32235
AB	equal	NFS1	3370	0.322326
AB	equal	SARS2	3371	0.322308
AB	equal	MORC2	3372	0.322257
AB	equal	IPO11	3373	0.32218
AB	equal	KIF3A	3374	0.322138
AB	equal	XPO4	3375	0.322109
AB	equal	VPS35L	3376	0.3221
AB	equal	BAZ1B	3377	0.322081
AB	equal	PRRC2C	3378	0.322056
AB	equal	TRIM3	3379	0.322037
AB	equal	BUD31	3380	0.322002
AB	equal	MBLAC2	3381	0.321968
AB	equal	PDS5A	3382	0.321915
AB	equal	MSRB2	3383	0.321912
AB	equal	NUP62	3384	0.321799
AB	equal	CHMP5	3385	0.321788
AB	equal	CTTN	3386	0.321781
AB	equal	CHST10	3387	0.321752
AB	equal	IAH1	3388	0.32166
AB	equal	DDX3X	3389	0.321623
AB	equal	MBNL2	3390	0.321567
AB	equal	TGFBR1	3391	0.321489
AB	equal	COMMD6	3392	0.321464
AB	equal	RAVER1	3393	0.321371
AB	equal	ARF1	3394	0.321215
AB	equal	EIF2B2	3395	0.321124
AB	equal	SNAPIN	3396	0.321116
AB	equal	XRCC6	3397	0.321099
AB	equal	SLC12A4	3398	0.320978
AB	equal	BRAF	3399	0.320959
AB	equal	FKBP2	3400	0.320896
AB	equal	THBS3	3401	0.320803
AB	equal	ASPSCR1	3402	0.320664
AB	equal	WDR18	3403	0.320663
AB	equal	ADO	3404	0.320655
AB	equal	QKI	3405	0.320551
AB	equal	ARFGEF1	3406	0.320548
AB	equal	HEATR5B	3407	0.320542
AB	equal	RBM25	3408	0.320488
AB	equal	PPP2R5B	3409	0.320461
AB	equal	PRKRA	3410	0.320452
AB	equal	SMARCB1	3411	0.32037
AB	equal	CELF3	3412	0.320246
AB	equal	LSS	3413	0.320243
AB	equal	ECRG4	3414	0.320215
AB	equal	MRPL45	3415	0.320021
AB	equal	PPOX	3416	0.320008
AB	equal	PTMA	3417	0.319998
AB	equal	NME7	3418	0.319982
AB	equal	PPIC	3419	0.319981
AB	equal	TBL1XR1	3420	0.319968
AB	equal	ACSL1	3421	0.319942
AB	equal	RPS26	3422	0.319938
AB	equal	TCOF1	3423	0.31985
AB	equal	DUSP3	3424	0.319844
AB	equal	PIANP	3425	0.319823
AB	equal	PABPC1	3426	0.319782
AB	equal	PDXDC1	3427	0.319772
AB	equal	LCN1	3428	0.319751
AB	equal	CWF19L1	3429	0.319608
AB	equal	LTBP2	3430	0.319596
AB	equal	CHST12	3431	0.319455
AB	equal	CDK5RAP3	3432	0.319453
AB	equal	RAPH1	3433	0.319256
AB	equal	C9	3434	0.319238
AB	equal	SH3PXD2B	3435	0.319225
AB	equal	CSF1	3436	0.319213
AB	equal	EXOC6B	3437	0.31918
AB	equal	USP48	3438	0.319101
AB	equal	GTPBP1	3439	0.319044
AB	equal	CBX1	3440	0.319008
AB	equal	CHAMP1	3441	0.318964
AB	equal	WDR91	3442	0.318899
AB	equal	GSDME	3443	0.318879
AB	equal	CTNNB1	3444	0.318846
AB	equal	TGM1	3445	0.318651
AB	equal	TFCP2	3446	0.318578
AB	equal	OGFOD1	3447	0.31857
AB	equal	CHMP2B	3448	0.31855
AB	equal	TIMM50	3449	0.318537
AB	equal	PIN1	3450	0.318503
AB	equal	VWF	3451	0.318492
AB	equal	AVEN	3452	0.318475
AB	equal	TBRG4	3453	0.318435
AB	equal	ATRX	3454	0.318407
AB	equal	FAM169A	3455	0.318334
AB	equal	RALB	3456	0.31828
AB	equal	INTS6	3457	0.318265
AB	equal	FZD7	3458	0.318235
AB	equal	RNF123	3459	0.318222
AB	equal	TNPO2	3460	0.318157
AB	equal	NUP133	3461	0.318134
AB	equal	GAR1	3462	0.318049
AB	equal	TMEM94	3463	0.317956
AB	equal	MTMR9	3464	0.317948
AB	equal	OARD1	3465	0.317934
AB	equal	FOXRED1	3466	0.3179
AB	equal	SUPT6H	3467	0.317894
AB	equal	INPPL1	3468	0.317861
AB	equal	TIMM8A	3469	0.317822
AB	equal	AARS2	3470	0.317739
AB	equal	LRG1	3471	0.317571
AB	equal	NUP50	3472	0.317563
AB	equal	COMMD5	3473	0.317549
AB	equal	LRRC8C	3474	0.31751
AB	equal	RBM4B	3475	0.317492
AB	equal	STX2	3476	0.317486
AB	equal	MYCBP	3477	0.317414
AB	equal	GINM1	3478	0.317372
AB	equal	CENPV	3479	0.317336
AB	equal	PGGT1B	3480	0.31731
AB	equal	TRIL	3481	0.317306
AB	equal	SLC16A1	3482	0.31722
AB	equal	CD2BP2	3483	0.317213
AB	equal	PRPF40A	3484	0.317186
AB	equal	FAU	3485	0.317147
AB	equal	PACS1	3486	0.316821
AB	equal	SCAMP2	3487	0.316711
AB	equal	FAM171A2	3488	0.316629
AB	equal	ELN	3489	0.316607
AB	equal	NFIA	3490	0.316575
AB	equal	FBXL20	3491	0.316564
AB	equal	SFT2D2	3492	0.316558
AB	equal	LRCH3	3493	0.316524
AB	equal	BAG5	3494	0.316453
AB	equal	GNPNAT1	3495	0.316401
AB	equal	STK38L	3496	0.316334
AB	equal	DCTN6	3497	0.31632
AB	equal	PCDHB4	3498	0.316298
AB	equal	FECH	3499	0.316258
AB	equal	DKK2	3500	0.316254
AB	equal	EEA1	3501	0.316232
AB	equal	B3GALT6	3502	0.316197
AB	equal	ANKRD28	3503	0.316103
AB	equal	RPS3A	3504	0.316099
AB	equal	AP1S2	3505	0.316058
AB	equal	CALM2	3506	0.316034
AB	equal	P4HA1	3507	0.316002
AB	equal	CHERP	3508	0.315833
AB	equal	PSPC1	3509	0.315813
AB	equal	PPP1R8	3510	0.315813
AB	equal	TOP3B	3511	0.315774
AB	equal	FNBP1L	3512	0.315765
AB	equal	TNIP1	3513	0.315759
AB	equal	PI4KA	3514	0.315746
AB	equal	DAAM1	3515	0.315742
AB	equal	GNA12	3516	0.315728
AB	equal	FMNL1	3517	0.315664
AB	equal	ACSF2	3518	0.315639
AB	equal	GNAI1	3519	0.315618
AB	equal	MED15	3520	0.315604
AB	equal	PTS	3521	0.315525
AB	equal	MOB2	3522	0.315419
AB	equal	DIP2A	3523	0.315245
AB	equal	SWAP70	3524	0.315144
AB	equal	CDH5	3525	0.315078
AB	equal	ADH1B	3526	0.31506
AB	equal	PARN	3527	0.314985
AB	equal	MINDY3	3528	0.314954
AB	equal	MYCBP2	3529	0.314953
AB	equal	SLC20A2	3530	0.314893
AB	equal	PARVB	3531	0.314849
AB	equal	HINT3	3532	0.314797
AB	equal	GATD1	3533	0.314715
AB	equal	MGAT1	3534	0.314679
AB	equal	FOXK1	3535	0.314614
AB	equal	DLGAP4	3536	0.31459
AB	equal	ZFR	3537	0.314584
AB	equal	RARRES2	3538	0.314494
AB	equal	ARFGEF2	3539	0.314469
AB	equal	CDH20	3540	0.314438
AB	equal	DENND10	3541	0.314408
AB	equal	XRN1	3542	0.314376
AB	equal	PCSK6	3543	0.314366
AB	equal	SARNP	3544	0.314331
AB	equal	UBFD1	3545	0.314226
AB	equal	TSPAN7	3546	0.314201
AB	equal	APCS	3547	0.314194
AB	equal	CALM1	3548	0.314146
AB	equal	STAM2	3549	0.3141
AB	equal	DRAP1	3550	0.3141
AB	equal	APBA1	3551	0.314061
AB	equal	NELFCD	3552	0.314035
AB	equal	TLE3	3553	0.313964
AB	equal	COG2	3554	0.313897
AB	equal	TRAPPC11	3555	0.313855
AB	equal	DDR2	3556	0.31384
AB	equal	MAN2C1	3557	0.313786
AB	equal	TGFBR3	3558	0.313784
AB	equal	UBLCP1	3559	0.313758
AB	equal	BCKDHB	3560	0.313751
AB	equal	PUM2	3561	0.313748
AB	equal	TFIP11	3562	0.313717
AB	equal	SMG7	3563	0.313686
AB	equal	DUS3L	3564	0.313655
AB	equal	DGUOK	3565	0.313635
AB	equal	VCPIP1	3566	0.313628
AB	equal	SLTM	3567	0.313543
AB	equal	PELO	3568	0.313476
AB	equal	BAX	3569	0.313435
AB	equal	ACTR1A	3570	0.313376
AB	equal	MTMR1	3571	0.313242
AB	equal	PAXBP1	3572	0.31316
AB	equal	INPP1	3573	0.313143
AB	equal	CTHRC1	3574	0.313045
AB	equal	CYB5R3	3575	0.313019
AB	equal	UBE2Q1	3576	0.313014
AB	equal	PRKAB1	3577	0.312884
AB	equal	RABGAP1L	3578	0.312834
AB	equal	NPPC	3579	0.312731
AB	equal	TXLNA	3580	0.31257
AB	equal	TPST1	3581	0.312544
AB	equal	ENGASE	3582	0.31239
AB	equal	LSM4	3583	0.312336
AB	equal	ADAM17	3584	0.312316
AB	equal	PPFIA3	3585	0.312263
AB	equal	LEO1	3586	0.312231
AB	equal	ZDHHC20	3587	0.312138
AB	equal	XKR7	3588	0.312107
AB	equal	CLASP1	3589	0.312001
AB	equal	DOP1B	3590	0.311858
AB	equal	SMUG1	3591	0.311829
AB	equal	RNF114	3592	0.311761
AB	equal	ATP8A1	3593	0.31174
AB	equal	MDN1	3594	0.311736
AB	equal	SNX7	3595	0.311686
AB	equal	PCBP4	3596	0.311641
AB	equal	UBR1	3597	0.311518
AB	equal	LRCH1	3598	0.311371
AB	equal	TNFAIP6	3599	0.311334
AB	equal	DCAF11	3600	0.311315
AB	equal	PRKACB	3601	0.311256
AB	equal	HS1BP3	3602	0.311229
AB	equal	RELT	3603	0.311196
AB	equal	GFRA3	3604	0.311179
AB	equal	BCKDK	3605	0.311146
AB	equal	NOLC1	3606	0.311143
AB	equal	NELFA	3607	0.311095
AB	equal	HOOK3	3608	0.311031
AB	equal	ARRB2	3609	0.311024
AB	equal	STAG2	3610	0.310876
AB	equal	PPP2R1B	3611	0.310832
AB	equal	NPM1	3612	0.310808
AB	equal	GNPDA2	3613	0.310803
AB	equal	EGLN1	3614	0.310763
AB	equal	CAMSAP2	3615	0.310708
AB	equal	OSBPL9	3616	0.310704
AB	equal	DPT	3617	0.310691
AB	equal	CSTF3	3618	0.310688
AB	equal	KDM3B	3619	0.310687
AB	equal	ARFIP2	3620	0.310632
AB	equal	COLEC12	3621	0.310628
AB	equal	TARS3	3622	0.310498
AB	equal	CTNNA2	3623	0.310455
AB	equal	PTP4A2	3624	0.31044
AB	equal	HS6ST1	3625	0.310422
AB	equal	TBC1D13	3626	0.310383
AB	equal	ATL3	3627	0.31038
AB	equal	LRRFIP2	3628	0.310353
AB	equal	HLCS	3629	0.310296
AB	equal	MYH11	3630	0.310253
AB	equal	FGB	3631	0.310228
AB	equal	LPCAT2	3632	0.310206
AB	equal	KBTBD2	3633	0.310189
AB	equal	GAL3ST3	3634	0.310189
AB	equal	NUMBL	3635	0.310156
AB	equal	WWP2	3636	0.310096
AB	equal	CTPS1	3637	0.310092
AB	equal	TRMU	3638	0.309989
AB	equal	FGG	3639	0.309875
AB	equal	RBM17	3640	0.309872
AB	equal	S100A8	3641	0.309753
AB	equal	OSBPL1A	3642	0.309721
AB	equal	PPFIBP2	3643	0.309711
AB	equal	LRRTM4	3644	0.309697
AB	equal	TAF15	3645	0.309601
AB	equal	TRAPPC5	3646	0.309543
AB	equal	GALNT7	3647	0.309515
AB	equal	PES1	3648	0.309477
AB	equal	RPL18A	3649	0.309446
AB	equal	ACAP2	3650	0.309445
AB	equal	ATL2	3651	0.309444
AB	equal	HSD17B8	3652	0.309413
AB	equal	DTYMK	3653	0.309381
AB	equal	PCYT1A	3654	0.309335
AB	equal	DCAF6	3655	0.309261
AB	equal	GNG4	3656	0.309233
AB	equal	GSTT2	3657	0.309225
AB	equal	SEPTIN3	3658	0.309168
AB	equal	CYFIP1	3659	0.309125
AB	equal	DYNC2H1	3660	0.30904
AB	equal	POLR2F	3661	0.309013
AB	equal	CAPN7	3662	0.308951
AB	equal	LRRC4	3663	0.308839
AB	equal	CRABP2	3664	0.308753
AB	equal	MTX2	3665	0.308637
AB	equal	EIF4G3	3666	0.308621
AB	equal	ELOA	3667	0.30858
AB	equal	DNAJC2	3668	0.308578
AB	equal	TRMT1	3669	0.308549
AB	equal	NBEA	3670	0.308317
AB	equal	DMD	3671	0.308291
AB	equal	HRNR	3672	0.308237
AB	equal	PDE5A	3673	0.308159
AB	equal	SLC38A10	3674	0.308158
AB	equal	ZC3H4	3675	0.308156
AB	equal	METAP2	3676	0.308107
AB	equal	SF3B4	3677	0.308096
AB	equal	NDUFV2	3678	0.308054
AB	equal	VEGFA	3679	0.307775
AB	equal	QPCT	3680	0.307748
AB	equal	DIDO1	3681	0.307734
AB	equal	CMPK2	3682	0.307552
AB	equal	CARTPT	3683	0.307524
AB	equal	NOMO2	3684	0.307482
AB	equal	HMGCL	3685	0.307461
AB	equal	UBQLN4	3686	0.307433
AB	equal	TRA2A	3687	0.307348
AB	equal	MEPCE	3688	0.307283
AB	equal	MECR	3689	0.307259
AB	equal	SELENOP	3690	0.307167
AB	equal	POLD1	3691	0.307038
AB	equal	LIMCH1	3692	0.30703
AB	equal	FKBP8	3693	0.307011
AB	equal	BLOC1S1	3694	0.307002
AB	equal	ITSN1	3695	0.30688
AB	equal	CNTN6	3696	0.306841
AB	equal	NUP98	3697	0.306816
AB	equal	RABEPK	3698	0.306807
AB	equal	RAP1A	3699	0.306644
AB	equal	PTPN12	3700	0.306537
AB	equal	SPNS1	3701	0.306445
AB	equal	PKN2	3702	0.306395
AB	equal	NGLY1	3703	0.306367
AB	equal	CSNK1D	3704	0.306352
AB	equal	EEFSEC	3705	0.306296
AB	equal	TRIP10	3706	0.306266
AB	equal	HSDL2	3707	0.306246
AB	equal	HSPA1L	3708	0.306182
AB	equal	WASHC4	3709	0.306175
AB	equal	H1-0	3710	0.30617
AB	equal	DHX38	3711	0.306166
AB	equal	MAP1LC3A	3712	0.306125
AB	equal	STEEP1	3713	0.306011
AB	equal	CIT	3714	0.306003
AB	equal	VPS8	3715	0.305981
AB	equal	PDLIM7	3716	0.305877
AB	equal	RNF40	3717	0.305857
AB	equal	CMC1	3718	0.305857
AB	equal	THNSL1	3719	0.305801
AB	equal	EIF4E2	3720	0.30577
AB	equal	MTMR7	3721	0.305759
AB	equal	RASA2	3722	0.305747
AB	equal	TBCEL	3723	0.305611
AB	equal	CPOX	3724	0.305574
AB	equal	COMMD8	3725	0.305547
AB	equal	VANGL2	3726	0.305516
AB	equal	PDP1	3727	0.305481
AB	equal	DAGLB	3728	0.305255
AB	equal	COPG1	3729	0.305144
AB	equal	ACTR8	3730	0.305114
AB	equal	ARMCX3	3731	0.305066
AB	equal	SNRPG	3732	0.305016
AB	equal	PIN4	3733	0.304991
AB	equal	CDH15	3734	0.304947
AB	equal	ALKBH5	3735	0.304928
AB	equal	VPS13A	3736	0.304718
AB	equal	PRRC1	3737	0.304688
AB	equal	PTPRU	3738	0.304685
AB	equal	RGMB	3739	0.304684
AB	equal	CHPF	3740	0.30465
AB	equal	ANAPC2	3741	0.304563
AB	equal	DLAT	3742	0.304563
AB	equal	ABRACL	3743	0.30443
AB	equal	CD151	3744	0.304405
AB	equal	TSPAN31	3745	0.304327
AB	equal	STAG1	3746	0.304315
AB	equal	F9	3747	0.304166
AB	equal	SMAD4	3748	0.304155
AB	equal	ZNF428	3749	0.304116
AB	equal	SACM1L	3750	0.304078
AB	equal	SNX11	3751	0.303876
AB	equal	ITCH	3752	0.303814
AB	equal	WFDC2	3753	0.303684
AB	equal	RAB39B	3754	0.303671
AB	equal	CYTH3	3755	0.303536
AB	equal	DGCR2	3756	0.303462
AB	equal	ADAMTS13	3757	0.303443
AB	equal	SUMO1	3758	0.303416
AB	equal	ADNP	3759	0.303193
AB	equal	COL6A3	3760	0.303169
AB	equal	BABAM1	3761	0.303164
AB	equal	MPZL1	3762	0.303134
AB	equal	PSMD10	3763	0.303103
AB	equal	UBXN7	3764	0.303101
AB	equal	MRPL10	3765	0.303072
AB	equal	MIA	3766	0.303053
AB	equal	TMEM132C	3767	0.303053
AB	equal	ART3	3768	0.303053
AB	equal	ITPK1	3769	0.30305
AB	equal	CACNG4	3770	0.303041
AB	equal	TAX1BP3	3771	0.30296
AB	equal	SLC30A1	3772	0.302917
AB	equal	WDR6	3773	0.302907
AB	equal	UBL4A	3774	0.302879
AB	equal	PPP2R2D	3775	0.302875
AB	equal	WASF2	3776	0.302825
AB	equal	AUH	3777	0.302676
AB	equal	MICAL3	3778	0.302645
AB	equal	VARS2	3779	0.302622
AB	equal	AGPAT1	3780	0.302617
AB	equal	CREBBP	3781	0.302577
AB	equal	RALGAPA1	3782	0.302527
AB	equal	ADPRH	3783	0.302431
AB	equal	MRC1	3784	0.302422
AB	equal	AAGAB	3785	0.302389
AB	equal	NTPCR	3786	0.302363
AB	equal	MAGED2	3787	0.30236
AB	equal	AKT2	3788	0.302186
AB	equal	PDF	3789	0.302174
AB	equal	SERPINB3	3790	0.302174
AB	equal	MAPK8IP3	3791	0.302125
AB	equal	PCBD1	3792	0.302117
AB	equal	GULP1	3793	0.302101
AB	equal	TNPO1	3794	0.30203
AB	equal	NUDT12	3795	0.301888
AB	equal	OMD	3796	0.301791
AB	equal	PCIF1	3797	0.301618
AB	equal	CSNK2A2	3798	0.301562
AB	equal	RIF1	3799	0.301524
AB	equal	CHRM3	3800	0.301432
AB	equal	NMT1	3801	0.301428
AB	equal	KIAA1549	3802	0.301367
AB	equal	GALT	3803	0.301272
AB	equal	RRM2B	3804	0.301122
AB	equal	RASA1	3805	0.30108
AB	equal	TYW5	3806	0.301046
AB	equal	GRK6	3807	0.301041
AB	equal	GRAMD1A	3808	0.301029
AB	equal	SULF2	3809	0.301007
AB	equal	PTBP3	3810	0.300951
AB	equal	TRAPPC10	3811	0.300918
AB	equal	NTMT1	3812	0.3009
AB	equal	HIBCH	3813	0.300878
AB	equal	DDX56	3814	0.300875
AB	equal	FKRP	3815	0.300875
AB	equal	AMPD3	3816	0.300856
AB	equal	LZIC	3817	0.300789
AB	equal	PDK3	3818	0.300755
AB	equal	COLGALT1	3819	0.300689
AB	equal	COMT	3820	0.300565
AB	equal	LYVE1	3821	0.300528
AB	equal	BCKDHA	3822	0.300375
AB	equal	H1-2	3823	0.300357
AB	equal	TJP1	3824	0.300347
AB	equal	SAP18	3825	0.300346
AB	equal	CXCL16	3826	0.300311
AB	equal	MANSC1	3827	0.300302
AB	equal	USP4	3828	0.300155
AB	equal	NAP1L5	3829	0.300062
AB	equal	KLC1	3830	0.299977
AB	equal	DNAJC9	3831	0.299946
AB	equal	WFIKKN2	3832	0.299897
AB	equal	SEMA3D	3833	0.299879
AB	equal	EXOC6	3834	0.299871
AB	equal	DCLK2	3835	0.299807
AB	equal	FASTKD2	3836	0.299606
AB	equal	VWA8	3837	0.29959
AB	equal	NCBP2	3838	0.299584
AB	equal	STK32C	3839	0.299528
AB	equal	ELAPOR2	3840	0.299358
AB	equal	SYNPO2	3841	0.29908
AB	equal	ADISSP	3842	0.29908
AB	equal	RETREG3	3843	0.299007
AB	equal	DHX35	3844	0.298956
AB	equal	TXNRD2	3845	0.298921
AB	equal	RBM22	3846	0.298883
AB	equal	DPH2	3847	0.298863
AB	equal	RBM15	3848	0.298661
AB	equal	ANGEL2	3849	0.298636
AB	equal	RNGTT	3850	0.298616
AB	equal	CRBN	3851	0.298554
AB	equal	IPO13	3852	0.298461
AB	equal	UBTF	3853	0.298251
AB	equal	POLDIP2	3854	0.298225
AB	equal	CC2D1B	3855	0.298151
AB	equal	CIAO3	3856	0.298059
AB	equal	OSBPL8	3857	0.29784
AB	equal	NUP155	3858	0.297834
AB	equal	HBS1L	3859	0.297829
AB	equal	SH3KBP1	3860	0.297775
AB	equal	NUDCD3	3861	0.297756
AB	equal	LZTFL1	3862	0.297666
AB	equal	RTF1	3863	0.297612
AB	equal	TRMT1L	3864	0.297552
AB	equal	RAB10	3865	0.297537
AB	equal	ATAT1	3866	0.297401
AB	equal	NSDHL	3867	0.29737
AB	equal	GTF3C3	3868	0.297285
AB	equal	TOR1AIP2	3869	0.29725
AB	equal	SHISA5	3870	0.297183
AB	equal	GPT2	3871	0.29717
AB	equal	FDFT1	3872	0.297161
AB	equal	ACADS	3873	0.297143
AB	equal	PPIP5K2	3874	0.29713
AB	equal	ELP4	3875	0.297116
AB	equal	TGFB2	3876	0.297059
AB	equal	GNA11	3877	0.297032
AB	equal	NUDT16	3878	0.297026
AB	equal	SART1	3879	0.296987
AB	equal	RAD21	3880	0.296979
AB	equal	SBNO1	3881	0.29697
AB	equal	SHOC2	3882	0.296965
AB	equal	PHLDA3	3883	0.296914
AB	equal	FARS2	3884	0.296906
AB	equal	ARPIN	3885	0.296872
AB	equal	NUP35	3886	0.29679
AB	equal	TFAM	3887	0.296613
AB	equal	TRAPPC8	3888	0.29642
AB	equal	CCDC91	3889	0.296382
AB	equal	DPCD	3890	0.296326
AB	equal	STRBP	3891	0.296183
AB	equal	AP3S2	3892	0.296143
AB	equal	SMG8	3893	0.296078
AB	equal	SRSF4	3894	0.295995
AB	equal	AACS	3895	0.295902
AB	equal	DISP2	3896	0.295874
AB	equal	SLC38A1	3897	0.295862
AB	equal	TPRKB	3898	0.295812
AB	equal	MYO5A	3899	0.295792
AB	equal	KATNB1	3900	0.295699
AB	equal	BCAS3	3901	0.295663
AB	equal	SSU72	3902	0.295541
AB	equal	SCLY	3903	0.295502
AB	equal	ANKS1A	3904	0.29546
AB	equal	CDC37L1	3905	0.29535
AB	equal	MSLN	3906	0.295289
AB	equal	CFAP20	3907	0.295103
AB	equal	STEAP3	3908	0.294944
AB	equal	ERBIN	3909	0.294928
AB	equal	TTC5	3910	0.294928
AB	equal	TMEM59	3911	0.294839
AB	equal	BST1	3912	0.294686
AB	equal	FMR1	3913	0.29461
AB	equal	TTBK1	3914	0.294599
AB	equal	COL26A1	3915	0.294376
AB	equal	RPUSD2	3916	0.294345
AB	equal	PLEKHA6	3917	0.294231
AB	equal	FNTB	3918	0.294162
AB	equal	CTNNA1	3919	0.294107
AB	equal	TECR	3920	0.294105
AB	equal	RPAP3	3921	0.294023
AB	equal	HNRNPF	3922	0.293924
AB	equal	MTPAP	3923	0.293808
AB	equal	CNOT3	3924	0.293788
AB	equal	EHBP1	3925	0.293623
AB	equal	UQCRC2	3926	0.293576
AB	equal	APOM	3927	0.293433
AB	equal	MBTPS1	3928	0.293324
AB	equal	GAN	3929	0.29328
AB	equal	NDUFAF5	3930	0.293176
AB	equal	WIPF2	3931	0.29317
AB	equal	TMEM181	3932	0.293169
AB	equal	ERGIC1	3933	0.293165
AB	equal	WAPL	3934	0.293054
AB	equal	CPNE2	3935	0.292954
AB	equal	GPATCH11	3936	0.292953
AB	equal	S100A10	3937	0.29291
AB	equal	GLCCI1	3938	0.292908
AB	equal	GRIPAP1	3939	0.292895
AB	equal	UBE2R2	3940	0.292892
AB	equal	EARS2	3941	0.292891
AB	equal	DCTPP1	3942	0.29277
AB	equal	ZDHHC5	3943	0.292767
AB	equal	THOC3	3944	0.292767
AB	equal	LUC7L3	3945	0.292762
AB	equal	SARDH	3946	0.292599
AB	equal	RAB2B	3947	0.292593
AB	equal	CDKN2AIP	3948	0.292579
AB	equal	PCDH12	3949	0.292427
AB	equal	PPIF	3950	0.292405
AB	equal	NCK1	3951	0.292391
AB	equal	CDK16	3952	0.292329
AB	equal	MOGS	3953	0.292315
AB	equal	DTX3	3954	0.29225
AB	equal	STARD10	3955	0.292046
AB	equal	IRF2BPL	3956	0.292017
AB	equal	DDA1	3957	0.291993
AB	equal	SAR1B	3958	0.291989
AB	equal	GLYR1	3959	0.29198
AB	equal	FAM98A	3960	0.291924
AB	equal	MRPL11	3961	0.291825
AB	equal	EPHX1	3962	0.291666
AB	equal	BCHE	3963	0.291521
AB	equal	RPS6KA1	3964	0.291501
AB	equal	WIPF1	3965	0.291375
AB	equal	HSD17B12	3966	0.291256
AB	equal	CCNY	3967	0.291224
AB	equal	SIPA1L1	3968	0.291198
AB	equal	PDE4D	3969	0.291128
AB	equal	UBR2	3970	0.291038
AB	equal	GTF2F1	3971	0.290947
AB	equal	PICK1	3972	0.290934
AB	equal	TM9SF4	3973	0.29093
AB	equal	DCUN1D1	3974	0.290833
AB	equal	OSBPL2	3975	0.290807
AB	equal	NKIRAS2	3976	0.290804
AB	equal	PBX1	3977	0.290756
AB	equal	CCL2	3978	0.290725
AB	equal	ADAM12	3979	0.290694
AB	equal	ANKMY2	3980	0.290667
AB	equal	PRG4	3981	0.290542
AB	equal	GABPA	3982	0.290539
AB	equal	RGN	3983	0.290539
AB	equal	CCDC88A	3984	0.290523
AB	equal	TNXB	3985	0.290429
AB	equal	SUSD5	3986	0.290429
AB	equal	MMRN2	3987	0.29039
AB	equal	TRAPPC1	3988	0.290288
AB	equal	ARMT1	3989	0.290214
AB	equal	STK25	3990	0.290019
AB	equal	CTU1	3991	0.289982
AB	equal	SMARCA2	3992	0.289876
AB	equal	AP3S1	3993	0.289845
AB	equal	CHN1	3994	0.289814
AB	equal	HACE1	3995	0.289792
AB	equal	RANBP3	3996	0.28956
AB	equal	RANBP6	3997	0.289459
AB	equal	PSMF1	3998	0.28943
AB	equal	NEK7	3999	0.289425
AB	equal	FOLR1	4000	0.289365
AB	equal	GCC2	4001	0.289347
AB	equal	RRAS2	4002	0.28933
AB	equal	GBF1	4003	0.289306
AB	equal	OSBPL11	4004	0.289243
AB	equal	EDN3	4005	0.289221
AB	equal	BBS2	4006	0.289215
AB	equal	RNF214	4007	0.289199
AB	equal	CTIF	4008	0.289158
AB	equal	WDR7	4009	0.289078
AB	equal	CAMK4	4010	0.289052
AB	equal	EIF4B	4011	0.289017
AB	equal	RAB33A	4012	0.289006
AB	equal	NDUFB10	4013	0.288966
AB	equal	BTAF1	4014	0.288775
AB	equal	EFNA1	4015	0.288732
